,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
239,173,Jacob Gilyard,PG,25,BRK,2,0,7.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,2024
240,174,Rudy Gobert,C,31,MIN,68,68,34.1,5.3,8.1,.657,0.0,0.0,.000,5.3,8.0,.661,.657,3.2,5.0,.636,3.7,9.1,12.9,1.3,0.6,2.1,1.5,3.1,13.8,2024
241,175,Jordan Goodwin,PG,25,TOT,50,7,16.7,2.2,5.8,.371,0.7,2.3,.299,1.5,3.5,.420,.431,0.6,0.8,.732,1.2,2.3,3.5,2.4,0.8,0.4,1.0,1.2,5.6,2024
242,175,Jordan Goodwin,PG,25,PHO,40,0,14.0,1.9,4.8,.389,0.6,2.0,.288,1.3,2.8,.460,.448,0.6,0.7,.862,1.0,1.9,2.9,2.0,0.6,0.2,0.7,1.1,5.0,2024
243,175,Jordan Goodwin,PG,25,MEM,10,7,27.5,3.3,9.8,.337,1.2,3.7,.324,2.1,6.1,.344,.398,0.5,1.2,.417,1.8,3.9,5.7,4.4,1.6,0.9,1.9,1.8,8.3,2024
244,176,Aaron Gordon,PF,28,DEN,68,68,31.5,5.5,9.9,.551,0.5,1.9,.289,4.9,8.0,.612,.579,2.3,3.6,.653,2.4,4.1,6.5,3.4,0.8,0.6,1.5,1.9,13.8,2024
245,177,Eric Gordon,SG,35,PHO,61,24,28.6,4.3,9.4,.451,2.3,6.0,.388,1.9,3.4,.562,.575,0.8,1.0,.800,0.3,1.7,2.0,2.1,0.9,0.5,1.1,1.2,11.6,2024
246,178,Devonte' Graham,PG,28,SAS,16,0,8.9,1.1,2.8,.400,0.8,2.1,.353,0.4,0.7,.545,.533,0.4,0.6,.778,0.1,1.2,1.3,1.4,0.3,0.1,0.4,0.4,3.4,2024
247,179,Jerami Grant,PF,29,POR,54,54,33.9,7.1,15.7,.451,2.1,5.1,.402,5.0,10.6,.474,.516,4.7,5.8,.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21.0,2024
248,180,A.J. Green,SG,24,MIL,50,0,10.2,1.5,3.4,.427,1.2,2.9,.408,0.3,0.5,.542,.602,0.3,0.3,.938,0.2,1.0,1.1,0.5,0.1,0.1,0.2,0.9,4.4,2024
249,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
250,181,Danny Green,SG,36,PHI,2,0,9.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,2024
251,182,Draymond Green,PF,33,GSW,49,46,26.7,3.4,7.0,.496,0.9,2.4,.388,2.5,4.6,.551,.562,1.1,1.4,.754,1.4,5.9,7.2,6.0,0.9,0.8,2.4,3.0,8.9,2024
252,183,Jalen Green,SG,21,HOU,74,74,31.7,7.0,16.3,.427,2.4,7.2,.338,4.5,9.1,.498,.502,3.5,4.4,.799,0.5,4.6,5.1,3.5,0.8,0.4,2.2,1.4,19.9,2024
253,184,Javonte Green,SF,30,CHI,3,0,17.0,2.0,3.7,.545,1.0,1.7,.600,1.0,2.0,.500,.682,0.0,0.0,,1.0,2.7,3.7,0.7,0.7,0.7,1.0,1.0,5.0,2024
254,185,Jeff Green,PF,37,HOU,70,5,16.6,2.1,4.5,.462,0.6,1.8,.336,1.5,2.7,.548,.530,1.6,1.9,.813,0.6,1.7,2.2,0.8,0.2,0.4,0.6,1.3,6.3,2024
255,186,Josh Green,SG,23,DAL,54,32,26.6,3.2,6.6,.493,1.3,3.3,.401,1.9,3.3,.584,.593,0.7,1.0,.673,0.7,2.5,3.2,2.3,0.8,0.2,1.1,1.9,8.5,2024
256,187,AJ Griffin,SF,20,ATL,18,0,7.3,0.7,2.5,.289,0.5,1.8,.273,0.2,0.7,.333,.389,0.1,0.1,1.000,0.1,0.7,0.8,0.2,0.1,0.1,0.3,0.3,2.1,2024
257,188,Quentin Grimes,SG,23,TOT,51,18,20.1,2.4,6.4,.372,1.6,4.7,.338,0.8,1.7,.466,.495,0.7,0.9,.756,0.3,1.7,2.0,1.3,0.7,0.1,0.5,1.5,7.0,2024
258,188,Quentin Grimes,SG,23,NYK,45,18,20.2,2.5,6.4,.395,1.7,4.7,.363,0.8,1.6,.486,.530,0.5,0.8,.706,0.3,1.6,2.0,1.2,0.7,0.1,0.5,1.5,7.3,2024
259,188,Quentin Grimes,SG,23,DET,6,0,19.2,1.5,7.0,.214,0.7,4.7,.143,0.8,2.3,.357,.262,1.7,1.8,.909,0.2,1.8,2.0,2.3,0.8,0.7,1.2,1.5,5.3,2024
260,189,Mouhamadou Gueye,PF,25,TOR,8,0,8.0,0.8,2.5,.300,0.0,0.1,.000,0.8,2.4,.316,.300,0.3,0.8,.333,1.0,0.4,1.4,0.3,0.1,1.1,0.8,0.8,1.8,2024
261,190,Mouhamed Gueye,PF,21,ATL,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2024
262,191,Rui Hachimura,PF,25,LAL,61,32,26.5,5.2,9.7,.535,1.4,3.3,.421,3.8,6.4,.595,.607,1.5,2.0,.736,0.8,3.3,4.1,1.1,0.6,0.3,0.7,1.5,13.2,2024
263,192,Ashton Hagans,PG,24,POR,16,1,17.3,1.7,3.9,.429,0.4,1.3,.350,1.3,2.7,.465,.484,0.8,0.9,.800,0.7,1.8,2.5,2.9,0.6,0.6,1.8,2.3,4.6,2024
264,193,Tyrese Haliburton,PG,23,IND,62,61,32.2,7.3,15.4,.476,2.8,7.7,.365,4.5,7.7,.587,.568,2.8,3.3,.857,0.5,3.4,4.0,11.0,1.2,0.7,2.3,1.1,20.3,2024
265,194,R.J. Hampton,PG,22,MIA,8,2,9.5,0.5,1.8,.286,0.1,1.0,.125,0.4,0.8,.500,.321,0.1,0.3,.500,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3,2024
266,195,Tim Hardaway Jr.,SF,31,DAL,71,10,27.5,5.2,12.8,.405,2.8,7.8,.362,2.4,5.0,.472,.515,2.0,2.3,.853,0.3,3.0,3.3,1.7,0.5,0.1,0.9,1.4,15.1,2024
267,196,James Harden,PG,34,LAC,67,67,34.8,5.0,11.4,.435,2.6,6.8,.391,2.3,4.7,.500,.551,4.2,4.8,.879,0.5,4.6,5.1,8.6,1.1,0.9,2.6,1.8,16.8,2024
268,197,Jaden Hardy,SG,21,DAL,65,6,13.6,2.7,6.6,.411,1.2,3.2,.367,1.6,3.4,.451,.499,0.8,1.0,.766,0.2,1.4,1.7,1.5,0.3,0.1,0.8,1.1,7.4,2024
269,198,Ron Harper Jr.,PF,23,TOR,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2024
270,199,Gary Harris,SG,29,ORL,47,20,23.0,2.5,5.5,.456,1.4,3.7,.375,1.1,1.8,.627,.583,0.7,0.9,.744,0.4,1.2,1.6,1.5,0.9,0.3,0.6,1.7,7.1,2024
271,200,Joe Harris,SG,32,DET,16,0,10.6,0.9,2.4,.359,0.6,1.9,.333,0.3,0.6,.444,.487,0.1,0.1,.500,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4,2024
272,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
273,201,Kevon Harris,SG,26,ORL,2,0,3.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0,2024
274,202,Tobias Harris,PF,31,PHI,66,66,33.9,6.7,13.6,.488,1.2,3.6,.342,5.4,10.0,.542,.534,2.7,3.0,.880,1.1,5.3,6.4,3.1,1.0,0.6,1.4,1.7,17.2,2024
275,203,Shaquille Harrison,SG,30,MEM,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7,2024
276,204,Josh Hart,SF,28,NYK,73,34,33.0,3.5,8.3,.418,1.0,3.4,.305,2.4,4.9,.496,.480,1.1,1.4,.775,1.6,6.7,8.3,4.0,0.9,0.3,1.4,2.0,9.0,2024
277,205,Isaiah Hartenstein,C,25,NYK,68,42,25.0,3.0,4.8,.634,0.0,0.0,.333,3.0,4.7,.637,.635,1.5,2.0,.730,3.3,5.1,8.4,2.3,1.1,1.1,1.2,2.8,7.5,2024
278,206,Sam Hauser,SF,26,BOS,71,10,21.4,3.0,6.5,.459,2.4,5.6,.433,0.5,0.9,.619,.646,0.2,0.2,.882,0.5,2.9,3.4,0.9,0.5,0.3,0.4,1.3,8.6,2024
279,207,Jordan Hawkins,SG,21,NOP,63,10,17.9,2.7,7.1,.383,1.7,4.6,.364,1.0,2.5,.417,.501,1.1,1.3,.838,0.4,1.8,2.3,1.1,0.3,0.1,0.6,1.1,8.2,2024
280,208,Jaxson Hayes,C,23,LAL,63,4,12.0,1.7,2.4,.707,0.0,0.1,.000,1.7,2.3,.746,.707,0.7,1.1,.625,0.9,1.9,2.9,0.4,0.4,0.4,0.6,1.7,4.1,2024
281,209,Killian Hayes,PG,22,DET,42,31,24.0,2.8,6.7,.413,0.5,1.8,.297,2.3,5.0,.455,.452,0.8,1.2,.660,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9,2024
282,210,Gordon Hayward,SF,33,TOT,45,26,25.0,3.8,8.3,.453,0.8,1.8,.410,3.0,6.4,.466,.499,1.8,2.4,.748,0.8,2.9,3.7,3.3,0.8,0.3,1.3,1.4,10.0,2024
283,210,Gordon Hayward,SF,33,CHO,25,25,31.9,5.6,11.9,.468,0.9,2.4,.361,4.7,9.4,.496,.505,2.5,3.2,.765,1.0,3.7,4.7,4.6,1.1,0.5,2.0,1.8,14.5,2024
284,210,Gordon Hayward,SF,33,OKC,20,1,16.5,1.5,3.8,.395,0.6,1.1,.545,0.9,2.7,.333,.474,0.9,1.3,.692,0.6,1.9,2.5,1.7,0.4,0.0,0.5,0.9,4.5,2024
285,211,Scoot Henderson,PG,19,POR,55,25,27.5,4.7,12.3,.380,1.2,4.0,.305,3.5,8.3,.416,.429,2.7,3.3,.821,0.8,2.3,3.1,4.9,0.7,0.2,3.2,3.1,13.3,2024
286,212,Taylor Hendricks,PF,20,UTA,33,16,20.8,2.5,5.9,.433,1.2,3.5,.345,1.3,2.4,.564,.536,0.6,0.8,.800,1.2,3.5,4.7,0.6,0.6,0.8,0.7,2.1,6.9,2024
287,213,Tyler Herro,SG,24,MIA,36,36,33.6,7.9,18.0,.437,3.3,8.1,.399,4.6,9.9,.468,.527,1.8,2.2,.835,0.5,4.8,5.3,4.4,0.8,0.1,2.1,1.4,20.8,2024
288,214,Buddy Hield,SF-SG,31,TOT,77,42,26.2,4.5,10.2,.443,2.6,6.8,.387,1.9,3.4,.558,.573,0.5,0.6,.875,0.7,2.5,3.2,2.9,0.8,0.5,1.2,2.1,12.3,2024
289,214,Buddy Hield,SF,31,IND,52,28,25.7,4.4,9.9,.443,2.6,6.9,.384,1.8,3.1,.575,.575,0.5,0.6,.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2.0,12.0,2024
290,214,Buddy Hield,SG,31,PHI,25,14,27.4,4.8,10.8,.444,2.7,6.8,.394,2.1,4.0,.530,.569,0.6,0.6,.933,0.8,2.4,3.2,3.5,0.8,0.4,1.3,2.2,12.8,2024
291,215,Haywood Highsmith,PF,27,MIA,58,26,19.9,2.2,4.9,.454,1.2,2.9,.404,1.1,2.0,.526,.573,0.4,0.6,.697,0.8,2.0,2.8,1.0,0.8,0.4,0.5,1.7,6.0,2024
292,216,Nate Hinton,SG,24,HOU,11,0,5.3,0.9,1.8,.500,0.6,1.0,.636,0.3,0.8,.333,.675,0.4,0.5,.800,0.3,0.8,1.1,0.5,0.2,0.2,0.2,0.9,2.8,2024
293,217,D'Moi Hodge,SG,25,LAL,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0,2024
294,218,Aaron Holiday,PG,27,HOU,71,1,16.5,2.4,5.4,.445,1.1,2.8,.392,1.3,2.6,.503,.547,0.8,0.8,.915,0.3,1.4,1.6,1.8,0.5,0.1,0.7,1.5,6.6,2024
295,219,Jrue Holiday,PG,33,BOS,63,63,33.2,4.9,10.0,.485,2.1,4.7,.447,2.8,5.4,.518,.588,1.0,1.1,.833,1.2,4.2,5.5,5.0,0.9,0.8,1.8,1.6,12.8,2024
296,220,Justin Holiday,SG,34,DEN,51,9,14.6,1.5,3.3,.458,0.9,2.3,.400,0.6,1.0,.588,.596,0.1,0.1,.750,0.2,1.1,1.2,1.1,0.6,0.1,0.2,1.2,3.9,2024
297,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
298,221,Richaun Holmes,C-PF,30,TOT,40,10,13.9,2.1,3.7,.558,0.0,0.1,.333,2.0,3.6,.563,.561,0.9,1.2,.723,1.8,2.8,4.6,0.6,0.3,0.5,0.6,1.9,5.0,2024
299,221,Richaun Holmes,C,30,DAL,23,2,10.3,1.4,2.6,.559,0.0,0.0,,1.4,2.6,.559,.559,0.5,0.9,.571,1.4,2.0,3.4,0.7,0.1,0.4,0.5,1.4,3.4,2024
300,221,Richaun Holmes,PF,30,WAS,17,8,18.7,2.9,5.2,.557,0.1,0.2,.333,2.8,5.0,.565,.563,1.3,1.5,.846,2.2,3.9,6.1,0.6,0.5,0.6,0.7,2.4,7.1,2024
301,222,Chet Holmgren,C,21,OKC,74,74,29.9,6.2,11.7,.533,1.6,4.3,.373,4.6,7.4,.625,.601,2.6,3.3,.797,1.6,6.3,7.9,2.5,0.6,2.4,1.6,2.4,16.6,2024
302,223,Jalen Hood-Schifino,SG,20,LAL,21,0,5.2,0.5,2.1,.222,0.1,0.7,.133,0.4,1.4,.267,.244,0.6,1.0,.600,0.1,0.5,0.6,0.4,0.1,0.1,0.4,0.6,1.6,2024
303,224,Al Horford,C,37,BOS,60,30,27.2,3.2,6.4,.505,1.7,3.9,.419,1.6,2.4,.644,.635,0.4,0.5,.893,1.3,5.2,6.5,2.6,0.6,1.0,0.7,1.5,8.5,2024
304,225,Talen Horton-Tucker,PG,23,UTA,46,11,19.1,3.3,8.6,.389,1.1,3.4,.323,2.3,5.2,.432,.452,1.7,2.1,.802,0.4,1.9,2.3,3.6,0.9,0.3,1.2,1.7,9.5,2024
305,226,Danuel House Jr.,SF,30,PHI,34,4,15.0,1.4,3.1,.448,0.4,1.5,.300,0.9,1.6,.582,.519,1.0,1.4,.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2,2024
306,227,Caleb Houstan,SF,21,ORL,56,12,14.1,1.4,3.6,.395,1.3,3.3,.380,0.1,0.2,.615,.573,0.3,0.4,.792,0.5,1.0,1.5,0.5,0.2,0.1,0.3,1.1,4.4,2024
307,228,Jett Howard,SF,20,ORL,14,0,3.7,0.6,1.6,.348,0.4,1.3,.278,0.2,0.4,.600,.457,0.1,0.3,.500,0.1,0.3,0.4,0.2,0.0,0.1,0.1,0.2,1.6,2024
308,229,Kevin Huerter,SG,25,SAC,64,59,24.4,3.9,8.8,.443,1.9,5.3,.361,2.0,3.4,.571,.553,0.6,0.7,.766,0.6,2.9,3.5,2.6,0.7,0.4,0.8,2.1,10.2,2024
309,230,Jay Huff,C,25,DEN,17,0,2.6,0.4,0.8,.538,0.2,0.5,.333,0.2,0.2,1.000,.654,0.1,0.1,1.000,0.1,0.5,0.6,0.1,0.1,0.1,0.1,0.5,1.1,2024
310,231,De'Andre Hunter,SF,26,ATL,50,30,29.0,5.3,11.4,.468,2.1,5.1,.405,3.3,6.3,.519,.559,2.9,3.4,.857,0.6,3.2,3.8,1.4,0.7,0.3,1.3,2.5,15.6,2024
311,232,Matthew Hurt,PF,23,MEM,8,0,14.1,1.5,4.3,.353,0.6,2.5,.250,0.9,1.8,.500,.426,0.4,0.4,1.000,1.1,0.9,2.0,0.5,0.4,0.4,0.3,1.0,4.0,2024
312,233,Bones Hyland,PG,23,LAC,32,4,13.6,2.2,5.9,.365,1.0,3.3,.317,1.1,2.7,.424,.452,0.4,0.6,.778,0.1,0.9,1.1,2.2,0.6,0.1,1.2,1.3,5.8,2024
313,234,Joe Ingles,SF,36,ORL,60,0,17.2,1.5,3.5,.430,1.0,2.4,.428,0.5,1.0,.435,.580,0.4,0.5,.862,0.3,1.8,2.1,3.0,0.6,0.1,0.9,1.4,4.4,2024
314,235,Brandon Ingram,SF,26,NOP,63,63,33.0,7.8,16.0,.490,1.3,3.8,.356,6.5,12.2,.532,.532,3.9,4.9,.801,0.7,4.4,5.1,5.8,0.8,0.6,2.6,2.3,20.9,2024
315,236,Kyrie Irving,SG,31,DAL,52,52,34.5,9.7,19.6,.494,3.0,7.2,.411,6.7,12.3,.542,.569,3.1,3.4,.903,0.8,4.2,5.0,5.3,1.2,0.4,1.7,1.9,25.3,2024
316,237,Jonathan Isaac,PF,26,ORL,51,1,15.4,2.6,4.9,.522,0.7,1.9,.396,1.8,3.0,.600,.598,1.1,1.5,.720,1.3,3.1,4.4,0.5,0.7,1.2,0.5,1.1,6.9,2024
317,238,Jaden Ivey,SG,21,DET,69,53,28.6,5.3,12.4,.431,1.5,4.6,.323,3.8,7.7,.496,.492,3.0,4.0,.761,1.2,2.3,3.5,3.7,0.8,0.6,2.5,2.8,15.2,2024
318,239,Andre Jackson Jr.,SG,22,MIL,50,8,10.3,0.9,1.8,.528,0.3,0.8,.375,0.6,1.0,.653,.612,0.2,0.2,.727,0.8,1.2,2.0,1.0,0.3,0.1,0.5,1.7,2.3,2024
319,240,GG Jackson II,PF,19,MEM,40,10,24.1,4.5,10.4,.429,2.0,5.5,.365,2.5,5.0,.500,.525,2.4,3.2,.754,1.1,2.7,3.8,1.0,0.5,0.5,1.3,1.3,13.3,2024
320,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
321,241,Isaiah Jackson,C,22,IND,55,3,12.8,2.7,4.0,.667,0.0,0.1,.000,2.7,3.9,.679,.667,1.3,1.8,.704,1.5,2.5,4.1,0.9,0.6,1.0,0.7,2.4,6.6,2024
322,242,Jaren Jackson Jr.,C,24,MEM,64,64,32.1,7.6,17.4,.439,1.8,5.6,.317,5.9,11.8,.497,.490,5.0,6.2,.806,1.3,4.3,5.5,2.3,1.2,1.6,2.5,3.6,22.0,2024
323,243,Justin Jackson,SF,28,MIN,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
324,244,Quenton Jackson,PG,25,IND,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
325,245,Reggie Jackson,PG,33,DEN,75,21,22.1,4.0,9.1,.439,1.2,3.4,.363,2.8,5.7,.484,.507,0.9,1.2,.798,0.4,1.5,1.9,3.8,0.5,0.1,1.3,1.8,10.2,2024
326,246,Trayce Jackson-Davis,PF,23,GSW,60,8,15.8,3.3,4.7,.705,0.0,0.0,.000,3.3,4.7,.707,.705,1.0,1.9,.550,1.9,2.8,4.8,1.2,0.4,1.1,0.6,1.7,7.6,2024
327,247,LeBron James,PF,39,LAL,65,65,35.2,9.5,17.8,.533,2.2,5.3,.416,7.3,12.5,.583,.595,4.2,5.6,.752,0.8,6.5,7.3,8.1,1.2,0.6,3.4,1.1,25.4,2024
328,248,Jaime Jaquez Jr.,SF,22,MIA,67,20,29.0,4.7,9.7,.488,0.9,2.8,.314,3.9,6.9,.557,.532,1.9,2.4,.805,1.1,2.7,3.9,2.6,1.0,0.2,1.5,2.3,12.2,2024
329,249,DeJon Jarreau,SG,26,MEM,9,0,16.7,1.9,5.6,.340,0.4,1.4,.308,1.4,4.1,.351,.380,0.6,1.2,.455,0.9,4.0,4.9,2.9,0.7,0.2,1.0,1.6,4.8,2024
330,250,DaQuan Jeffries,SG,26,NYK,16,0,2.8,0.4,1.1,.353,0.1,0.6,.200,0.3,0.4,.571,.412,0.0,0.1,.000,0.0,0.3,0.3,0.3,0.0,0.1,0.2,0.1,0.9,2024
331,251,Trey Jemison,C,24,TOT,18,7,19.4,2.7,4.6,.590,0.0,0.0,,2.7,4.6,.590,.590,0.8,0.9,.824,2.1,2.1,4.2,0.9,0.4,0.9,1.2,2.7,6.2,2024
332,251,Trey Jemison,C,24,WAS,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,2024
333,251,Trey Jemison,C,24,MEM,16,7,21.8,3.1,5.2,.590,0.0,0.0,,3.1,5.2,.590,.590,0.9,1.1,.824,2.4,2.3,4.7,1.0,0.4,1.0,1.3,3.0,7.0,2024
334,252,Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,2024
335,253,Isaiah Joe,SG,24,OKC,70,0,18.4,2.8,6.2,.457,1.9,4.5,.420,0.9,1.7,.559,.610,0.5,0.6,.864,0.4,1.9,2.2,1.2,0.5,0.3,0.6,1.1,8.1,2024
336,254,Cameron Johnson,PF,27,BRK,56,47,27.7,4.8,10.8,.448,2.4,6.2,.394,2.4,4.6,.519,.561,1.5,1.9,.781,1.0,3.4,4.4,2.4,0.8,0.3,1.0,1.8,13.5,2024
337,255,Jalen Johnson,SF,22,ATL,51,48,34.0,6.4,12.5,.513,1.3,3.6,.353,5.2,8.9,.578,.564,2.0,2.7,.725,1.3,7.3,8.6,3.5,1.1,0.9,1.7,2.5,16.1,2024
338,256,James Johnson,PF,36,IND,8,0,5.0,0.4,1.1,.333,0.0,0.3,.000,0.4,0.9,.429,.333,0.3,0.3,1.000,0.1,0.4,0.5,0.9,0.6,0.1,0.5,0.9,1.0,2024
339,257,Keldon Johnson,SF,24,SAS,68,26,29.6,5.7,12.6,.456,1.9,5.3,.348,3.9,7.2,.535,.529,2.5,3.2,.790,1.4,4.1,5.5,2.9,0.7,0.3,1.4,2.1,15.8,2024
340,258,Keon Johnson,SG,21,BRK,4,0,12.8,1.8,4.8,.368,1.0,2.3,.444,0.8,2.5,.300,.474,2.5,2.5,1.000,0.8,0.5,1.3,0.8,0.8,0.3,1.0,1.0,7.0,2024
341,259,Keyontae Johnson,SF,23,OKC,9,0,7.3,0.6,1.8,.313,0.1,0.3,.333,0.4,1.4,.308,.344,0.0,0.0,,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.6,1.2,2024
342,260,Nikola Jokić,C,28,DEN,72,72,34.5,10.3,17.8,.579,1.0,2.9,.346,9.3,14.9,.624,.607,4.6,5.6,.823,2.8,9.4,12.3,9.0,1.3,0.9,2.9,2.4,26.1,2024
343,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
344,261,Colby Jones,SG,21,SAC,23,0,6.3,0.9,2.3,.370,0.0,0.7,.067,0.8,1.7,.487,.380,0.1,0.2,.400,0.6,0.7,1.3,0.6,0.2,0.0,0.3,0.8,1.9,2024
345,262,Damian Jones,C,28,CLE,34,0,7.3,1.1,1.9,.600,0.1,0.4,.167,1.1,1.6,.698,.615,0.5,0.6,.857,0.5,1.2,1.7,0.4,0.2,0.4,0.4,0.8,2.9,2024
346,263,Derrick Jones Jr.,SF,26,DAL,69,59,23.3,3.2,6.5,.491,1.1,3.1,.349,2.1,3.3,.623,.575,1.3,1.8,.713,1.1,2.3,3.3,1.0,0.7,0.6,0.9,1.6,8.7,2024
347,264,Herbert Jones,SF,25,NOP,68,68,30.0,3.9,7.8,.505,1.5,3.6,.423,2.4,4.2,.576,.603,1.8,2.1,.859,1.0,2.5,3.6,2.6,1.3,0.9,1.2,2.9,11.2,2024
348,265,Mason Jones,SG,25,SAC,3,0,6.7,0.7,2.0,.333,0.7,1.7,.400,0.0,0.3,.000,.500,0.3,0.7,.500,0.3,1.3,1.7,1.7,0.3,0.0,0.3,0.3,2.3,2024
349,266,Tre Jones,PG,24,SAS,70,41,27.2,3.8,7.4,.512,0.8,2.3,.350,3.0,5.0,.586,.567,1.4,1.6,.876,0.7,2.7,3.5,6.1,1.0,0.1,1.5,1.2,9.8,2024
350,267,Tyus Jones,PG,27,WAS,66,66,29.3,4.9,10.1,.489,1.6,3.9,.414,3.3,6.2,.537,.569,0.5,0.6,.800,0.3,2.4,2.7,7.3,1.1,0.3,1.0,0.7,12.0,2024
351,268,DeAndre Jordan,C,35,DEN,34,2,11.4,1.7,2.7,.624,0.0,0.0,,1.7,2.7,.624,.624,0.8,1.6,.491,1.6,3.0,4.6,0.8,0.2,0.5,0.7,1.6,4.2,2024
352,269,Cory Joseph,PG,32,GSW,26,0,11.4,0.9,2.5,.359,0.5,1.6,.310,0.4,0.8,.455,.461,0.2,0.3,.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4,2024
353,270,Nikola Jović,PF,20,MIA,38,30,18.6,2.4,5.5,.438,1.3,3.2,.408,1.1,2.4,.478,.555,0.6,1.0,.622,0.6,3.5,4.1,1.9,0.6,0.3,0.9,1.8,6.7,2024
354,271,Johnny Juzang,SG,22,UTA,14,1,14.9,2.0,4.7,.424,1.1,3.6,.320,0.9,1.1,.750,.545,0.1,0.1,1.000,0.4,1.2,1.6,0.8,0.0,0.0,0.4,1.2,5.2,2024
355,272,Luke Kennard,SG,27,MEM,37,20,25.3,3.6,8.0,.448,2.7,6.1,.449,0.9,1.9,.444,.618,1.1,1.2,.889,0.3,2.6,2.9,3.4,0.5,0.1,1.3,1.1,11.0,2024
356,273,Walker Kessler,C,22,UTA,63,21,23.6,3.6,5.5,.651,0.1,0.3,.211,3.5,5.2,.677,.657,0.9,1.5,.602,2.6,5.0,7.6,0.9,0.5,2.4,1.0,2.1,8.1,2024
357,274,Braxton Key,SF,26,DEN,19,0,3.1,0.4,0.9,.412,0.1,0.3,.400,0.3,0.6,.417,.471,0.2,0.3,.667,0.2,0.7,0.8,0.5,0.1,0.1,0.1,0.3,1.1,2024
358,275,Corey Kispert,SF,24,WAS,73,15,24.7,4.6,9.6,.482,2.2,5.8,.376,2.4,3.8,.645,.596,1.4,1.9,.721,0.4,2.3,2.7,1.7,0.5,0.2,1.2,1.7,12.8,2024
